-7.15	-1.3
-4.29	1
11.15	-0.1
6.55	-1.8
-3.45	-1.6
-4.01	-1.1
-1.78	-1.2
-0.7	-1.3
-17.34	0.4
0.44	-0.7
-10.35	-0.8
-14.29	-1.8
8.53	-0.5
-9.57	-0.4
4.06	0.6
-6.53	-2.3
10.23	-2.6
10.67	0.2
-11.65	-0.3
-5.04	-0.7
-2.09	-1
6.59	-0.5
10.63	0
6.06	0.2
13.61	-1
-5.63	-1.3
3.36	0
1.09	-1.4
20.92	0.9
-4.5	-0.6
6.49	1.7
-6.35	-1.2
3.27	1.1
12.2	-0.6
3.34	-0.7
16.09	2.3
4.35	0.6
13.8	-0.3
8.66	2
-2.38	0.8
-1.62	1.4
4.62	0.8
-17.92	1.2
15.45	2.2
-8.56	1.4
-18.1	-1.2
-10.65	-0.9
-3.39	0
9.14	-0.9
2.13	0.5
2.18	0.1
9.11	0.4
-0.19	-2.8
9.07	0.7
6.17	1
-4.27	1.2
-12.96	0.8
-1.75	-1.6
2.32	-0.3
9.94	-1.2
-13.84	-0.2
4.07	0
-15.96	1.3
9.5	1.2
8.54	1.4
5.92	0.7
3.91	0.3
-7.31	-1.7
10.42	-1.3
-6.8	-1.5
9.97	1.5
-9.8	0
6.61	0.2
-10.85	1.3
-6.33	0.3
-4.71	-0.7
9.96	0.4
-4.62	1.5
-12.84	0.6
0.97	-1
16.39	-0.9
20.1	0.5
-12.69	-0.9
6.82	0.4
-7.64	-1.2
7.87	2
-19.1	-1.4
-25.33	-1.3
-3.59	1.3
7.84	0.9
-11.4	-0.2
14.79	2
8.91	1.2
0.84	0.1
9.95	1
10.44	-0.4
9.59	2.7
-11.91	-0.9
11.95	1.2
-24.59	-1.2
-7.64	1.3
-7.85	1.2
-23.29	-1.1
0.95	-0.6
-1.31	1
11.26	1.9
4.11	1.7
-4.34	1.1
2.56	1.7
-5.06	-0.2
-16.24	2
11.72	1.2
9.95	1.7
6.42	2.1
-0.66	-1.3
-9.69	-0.9
8.54	1.7
5.18	2.1
13.96	3.2
7.66	2.7
-2.46	2.6
-23.01	3
