13.44490385	6.962
4.642764091	7.072
9.783178329	7.432
4.719904423	7.362
4.152741671	7.122
18.62831116	7.242
69.32527542	6.882
25.17273712	6.872
3.514572501	7.042
25.04001236	7.012
4.530468225	7.062
6.609575033	7.392
5.382702589	6.862
8.782058716	6.972
5.749256134	6.932
2.58025825	6.792
5.821350336	6.982
3.601209402	6.812
14.0450449	6.892
23.12951088	7.152
5.032029629	7.002
6.884455919	6.882
3.4304353	7.312
15.79744148	6.912
46.76594925	7.132
8.019370079	7.102
3.858113527	6.972
25.75088215	6.842
6.744805098	6.852
41.3062191	6.912
16.6982193	6.762
23.79804707	6.902
35.18756866	6.922
8.861347198	6.732
4.555640221	6.882
7.236893654	6.872
7.582658529	6.952
5.379592419	6.792
6.899892569	6.862
3.775099874	6.752
4.13307023	6.712
